BatchID,Cycle,Voltage,Current,Temperature,ChargeTime,DischargeTime,InternalResistance,Capacity,AmbientHumidity,C_Rate,SOH
2,1,3.654513540254056,0.9175527224939848,25.888505004666268,37.61838782261661,37.04470326568882,0.0522243348951773,2.500157267479604,46.924727901909215,1.158641932357813,100.0
3,2,3.1600996026278487,1.69743979581378,18.32327820644949,40.73445048357691,114.00719884045996,0.049552970106431,2.491344431965809,66.13258670264743,1.2299150655340734,99.41583684208592
0,3,3.829972082367982,0.9893808770617202,26.900989255029817,50.2124144388511,62.6819331233516,0.0503285744237679,2.4961702329473794,49.332728862090136,1.93933012144985,97.69509734914436
2,4,3.9540138443141646,0.9490750605580224,28.052928726419115,75.01781419705067,106.02382503682765,0.0522218888076789,2.5077842364932863,52.95781288802678,1.599028537095202,97.62356247322616
2,5,3.196025339691788,0.8487589883117468,27.7989522396552,105.6398475491418,67.65450039419443,0.0537259563411861,2.506309889923267,49.67175920250627,0.6659026272238655,98.0181791328443
3,6,3.125175704822259,0.694518467336353,30.403903627773108,93.11640078795456,69.67696014322644,0.0520584738986215,2.495499459992064,59.33113183470606,0.8181951063059165,98.14941776008028
0,7,3.174618579344831,0.884694591525149,29.16961077274452,101.01365437818424,87.08187818797884,0.0505336564561307,2.518359182217933,52.6662431040825,1.9633649516533385,97.30520643155953
0,8,4.052553074278203,1.0329796227108314,27.295900396142184,61.58780615334823,99.7029677348385,0.0535546700590566,2.515409252738133,40.86395694321591,1.589698330690297,97.9258255628758
2,9,3.633827114107628,1.5109913122185956,24.649171442706766,66.41883674836951,33.04102358534238,0.0465160426874402,2.503767440582608,35.82158125290585,1.87256768921698,96.3600904089726
1,10,3.5607131952090034,0.5938472633291774,16.69519533242004,65.43136973915514,83.38403959744208,0.0481555309969862,2.4960922356582014,54.24497555531911,0.9557921959830832,95.75502453038663
2,11,3.128054182922825,0.8157604094980144,27.148091095662927,47.268586596405136,46.805969468763394,0.0524632684473367,2.5076464219023906,49.567198461881446,1.6128002901298886,96.31164206108252
2,12,3.779467208108354,1.7135354604375146,26.03843843581556,35.509499232921485,61.13545660768827,0.0512282167125062,2.500285348436024,33.83902786784452,1.571004062785267,96.3787518309812
2,13,4.041599510274108,0.7203828853756562,26.357894185976868,83.18244835445041,61.317179953969486,0.0525110273022483,2.514716001436119,45.82469863173074,0.9420349781590628,94.93746518742554
2,14,3.993823043188144,1.0139677197837824,18.616257120898453,119.02950150785274,72.21543061990383,0.0515288150448638,2.510991227534766,50.591056880018144,1.326224488176058,94.80698940926187
3,15,3.7512656507769617,1.7969883827872102,19.594717297958688,45.014673445523655,60.072277068855605,0.0526418913892077,2.4721349219716457,63.0757293530236,1.4411226669054429,96.37832307946871
0,16,3.0903344599820084,0.732387966715164,30.26576426666452,34.20163379093464,39.6625006605601,0.0499711943580136,2.470280736585166,33.044042233334494,1.2216977162411975,95.30786451074766
3,17,3.1348764326112155,0.6241052534272848,24.802224230716725,100.15785136415396,43.10658646729063,0.0528409721721593,2.4774750091119184,43.93981392984011,1.740768059987019,95.56328496396944
3,18,3.0591707845317897,1.2268069926200162,28.40750348686312,52.73274060162518,33.00941870049879,0.0537888290564151,2.5105227738013385,62.90624490841542,1.7493035626969842,95.13592948863716
3,19,3.308975059790963,0.9536292669178046,25.141591880652307,104.66794248176356,72.32241767958789,0.0543411012078624,2.458973820064575,55.93695727086315,1.7759008224523352,97.01138033498977
2,20,3.162793760592453,1.3451125467257812,25.148780697478728,93.35430003310638,115.90029253676896,0.0560271085892974,2.49789514778216,41.598332872151474,1.7051353536472442,96.6190627482766
1,21,3.312057648302921,1.7057073357252128,29.691419029879988,115.1106183345724,40.41077012833049,0.0525881968870047,2.4967508618218592,63.81340488090569,1.232125215795717,93.90183639775265
0,22,3.462069666862754,0.7057227322291147,22.41977635891313,66.80345121810048,115.16380437027738,0.0527478221736943,2.512252961173724,49.731743222507696,1.072157447223511,94.76334981749788
1,23,4.131579340885363,1.3710486268314277,25.48060388470492,89.57728555055706,96.0025363258884,0.0492536550716523,2.492106773813278,49.93407565241842,1.7470644255715555,95.93240899690736
3,24,3.7324512717380314,1.258263140584796,22.688623556474788,71.83693027319435,87.37489226407469,0.0513371771977231,2.461135812188322,69.06349356801537,1.2353021878344004,95.6677558797448
3,25,4.001968542819554,0.7161181790197994,22.82751886283842,86.7529827577689,88.07499797912067,0.0521138358519867,2.468312900787037,67.88466012945514,0.8695570979419728,94.99420158932485
1,26,3.852421800854799,1.4359977282934735,23.4541393826568,70.46390154069636,104.40548835566538,0.0547006391045527,2.463360089562044,44.34130733479376,1.2610152984833245,93.7338898162236
1,27,3.135003756631958,0.9104606267911576,26.11066885816857,46.97690217816674,39.62278779418392,0.0514779977518207,2.4757411206733373,35.62316514652329,0.7127747328788632,94.1105297602342
1,28,3.8831044876487386,1.2317514778160188,22.60625689168261,75.71076744030428,75.42788912089875,0.0543926800394976,2.4823419686515216,43.02666929112377,1.5374442358981983,94.23809712196883
3,29,3.3301186578709494,0.6234084864155929,31.278780627867604,77.57257812936982,92.73820244346828,0.0528967565660732,2.4621911694755787,31.21933041245552,1.0038819224358595,94.84464376953336
3,30,3.766929416393648,1.1893760858204343,20.52696348890248,102.9543463434145,82.81384005662073,0.0526456637697704,2.5144132398130457,30.830715468415647,0.8909881976711815,96.35667963169212
0,31,3.409154368371586,0.9596952020642304,24.065641779193204,96.1968635214223,104.95011639209652,0.0535977879382665,2.457994372560951,45.82088545005677,1.9347631193521173,93.84649986846306
0,32,4.197206715917591,1.7335718167780314,22.801344708629124,89.74124615472996,36.504453811021634,0.0524176872554943,2.510922068477249,67.64079290788936,1.6653214936374614,93.38476158063813
3,33,3.316261775396133,0.5854680904960524,32.23488942176866,40.20483859973153,92.16309355492491,0.0524419255038146,2.507203260628786,64.85429364928831,1.6806042540858974,94.15907686161826
1,34,3.3349565649291235,1.1279109123774949,25.982773882557872,94.85546615973436,78.0624957346246,0.0499904281884197,2.5009660509937808,50.45771335670492,1.4355829539187752,95.30206588815356
1,35,4.116806706674878,1.187647136197157,30.15922269734317,75.02746407190634,64.1244777581949,0.0530040915853442,2.4686246678500647,52.60905524683323,1.7587592157654457,92.66688123706956
0,36,3.029573285563587,1.587509114448678,17.57219813481514,110.46895824955432,60.62474840106277,0.0526400637077025,2.4888490175835383,30.23733986984226,1.638743721745072,95.71310801717684
3,37,3.836026785447837,1.3614313626353165,26.335251329346296,112.78838407174884,85.87493694967736,0.0526680380213018,2.455952577328988,38.62004623335062,1.398160556200425,93.8697058901794
0,38,3.870391668883054,1.5008185057912715,29.448153978117183,34.96409315416069,110.18958371798384,0.05463374612518,2.499218140700675,30.99096507737535,1.941686602777576,93.16704851644036
0,39,4.003654292892479,1.665573928477634,25.41141994637712,103.8577404319031,74.65583334910038,0.055217263905581,2.479020304369275,60.18158130781551,0.7873924245266346,92.30213161080218
2,40,4.16932717276617,1.7933044604872832,30.32740187532676,33.39276513804035,104.22508476692282,0.0544643890092846,2.4718135957082663,35.82583184105991,1.9150695784921263,94.4352646934068
2,41,4.170722302987983,0.9708132450837056,22.41355774949814,63.04526631255204,66.19407436595708,0.0560908303808989,2.4550251030668746,64.76188409907267,1.1021572429982975,93.73639727357217
2,42,3.078332109079757,1.3070340580458544,32.0467372009279,78.80699780589711,39.21550165138589,0.0553511238516607,2.42944987762742,55.73297254703153,1.29259847510223,93.79103281227272
1,43,3.9862071873034832,1.7601621176587998,36.49449061809625,43.32907187644147,35.53551628127747,0.0537098876203887,2.4577291828592847,39.176747060628536,0.6841089793164634,92.52500392863104
3,44,3.775571920388858,1.9841766964475849,23.185807197801704,97.16824313121693,34.62009341913098,0.0534742874285712,2.500255963912258,36.30881268332999,1.3101611583826864,93.29092775384318
3,45,3.776810561247709,1.8342789665656447,22.77248739299614,30.75192337549247,64.2135127761903,0.0551256444735337,2.469443331430504,55.10498803692212,1.41681012778729,93.0877844319166
3,46,3.1540199119376338,1.0572008939365651,32.2669223855885,45.17391435906332,60.35139757522579,0.0557475342198038,2.473613422857699,66.03347921129294,1.996552312712786,93.30329926230768
3,47,3.780224599734784,0.7927497758279756,32.89786072865356,82.27171468681281,94.61433212603126,0.057495688614063,2.4896110871657693,58.73440875657526,1.9627886166072896,92.69046964259162
2,48,4.1789790967214975,1.2340888061098831,22.385699864233658,94.29488058335632,96.85393514263792,0.0571823460898801,2.512113377562325,43.94186606413511,1.949595937811431,91.93482468664436
1,49,4.094182283447337,1.6124621777540633,22.899065914520712,112.49787924245246,34.57685719503658,0.0538170539869856,2.502000093098913,53.49534381074589,1.022582090153086,96.0928231288686
1,50,3.5269567929658208,1.2388536061299464,23.591076955697464,93.49469867411614,49.90109366001135,0.0547959874397454,2.455553299923676,42.43046781489686,1.9868997481175648,91.96838849094854
2,51,3.0479375679433134,1.2247712949705027,18.277747444828613,90.46013432293792,54.68356651430098,0.0564420356098355,2.435648588571252,69.96598267114635,1.1832172273926662,93.5653811671706
1,52,3.434752188000246,1.7573456316227007,20.40674026757901,65.49070317155979,79.28507857285285,0.0573359955561179,2.521192285182002,59.95356753847405,1.7777543881428508,91.46099825103929
2,53,3.991668373920666,1.0421056686007797,19.97929616623966,30.115598297412127,43.006370151625525,0.0571779389374095,2.518879832233189,54.57526559027015,0.8244799535284579,91.26146114667576
3,54,3.8417989217582,1.7896920122174684,21.16101217447936,40.81433328620598,42.05470974600003,0.0552722443343373,2.4767690719285853,46.93036571063317,1.2587497694849037,93.20380297120931
2,55,3.551212386712748,1.1102072014275852,24.826575563066093,78.10990902804352,114.94100002871622,0.0529919546951429,2.447090235088364,54.72609161038229,1.949018144191408,93.22127709440274
3,56,3.066121842190597,0.9923496585175092,26.1710736626826,90.76168972599775,102.37826165680028,0.0536021272475088,2.4912645306778787,43.66464249869339,1.9205470953851411,94.2400196689243
3,57,3.512273673387963,1.1809848667995486,32.75250246407038,67.57034555068162,46.25894118820533,0.0562452670286388,2.4693403262797475,31.15459357832123,1.5256023167321402,93.17469577199302
0,58,3.5628299276614603,1.6436704380123026,20.008229796306047,95.76111103755512,66.59110271149419,0.0564844511588486,2.468740377537868,45.80354089426531,1.69672148382959,92.78146658252405
2,59,4.114266639472963,0.6890030417959914,29.92161199238292,76.96760657989608,62.005979933180896,0.0537026412531312,2.4883891768621025,67.21923278319468,0.7646400449036022,91.8267656033292
0,60,3.769303324298592,0.7946288238080261,23.93005577887245,36.6758576034881,101.19036666588666,0.0560891392217785,2.476687494937466,55.05204379095464,1.582487824226236,94.33290139253236
2,61,3.3739834999855787,1.927167238494638,24.75268145173784,47.2814625871154,75.91916248303099,0.0573624487139435,2.445783701779701,33.35822812283607,1.4270762125030585,93.5816427403293
2,62,3.630381917340866,0.7632374410720361,28.37409746083302,105.59984009195486,41.50647632941203,0.0538975466849857,2.46250516129836,65.39974453580103,0.6373276036268691,91.39937747932156
0,63,3.079266369386592,1.351590976896582,19.386389892188507,95.24214719619955,96.50928568406196,0.0585099944036088,2.4817230585732277,40.75499397366059,0.6697385098845143,92.753871783527
0,64,4.1670818827796845,1.368971699992907,26.91204873092025,110.52857883112456,65.7199180402427,0.0556449377028803,2.4782050444481003,39.75077972330909,0.6626654266268928,92.65731255582864
2,65,3.432071882316871,1.2344366930753672,25.83226104106528,40.58015242088429,53.66318228689323,0.0590152262251533,2.472740331487169,41.88363875121283,1.5865354022447535,92.15257084911752
1,66,3.573440825895763,1.467117872865228,27.462256320040744,119.12002811535665,63.79487598186481,0.0555330951084482,2.485668459089517,53.0880894450383,0.7125728123713586,93.1644239375481
3,67,3.426340769084307,0.8447400886964276,26.44584321953909,48.84660425549403,74.79809072462066,0.0546467490342316,2.4592656602436547,51.787523737359066,1.2015984066717058,93.25738269282722
0,68,3.81901407613944,1.3289934016651224,37.27650069955448,31.06018886579778,60.88039647753085,0.0558837260203165,2.4695733955043817,49.65655018491527,1.0354727088166369,91.92091997290692
3,69,3.794678589995512,1.0582598828703458,21.81130007874342,119.76806451481988,51.7715195332582,0.0567097037538453,2.397988417996448,58.70147454050508,1.3257562111553267,92.11798473267712
1,70,3.858386772634963,1.4925008894437837,22.345015224990917,55.29664969006018,65.86518259235822,0.056223040186457,2.4560069961231434,42.66150925339837,1.5597147308291042,93.79505348735152
1,71,3.321771875534305,0.7118353150597242,21.88429736787618,90.1217507261304,31.72556196749084,0.0566679971568537,2.479778058171513,61.28258086289725,1.527083805831998,93.26781527670389
1,72,3.3788021773968797,1.3563161252592144,22.22261440419873,45.90140827586747,99.52480614866823,0.0578679302993523,2.456192110657657,37.01286713514396,1.273279873871565,92.28797659264876
0,73,3.1503014773154496,0.7779055330749856,21.81306436346741,82.22056789792276,45.38504042108272,0.0569576412604072,2.4541754521656576,61.30483156308037,1.1965023104155783,90.60454035259446
